text,date,id
watched Tropic Thunder after years and it's so much funnier than when I was literally 12,2016-12-08 18:59:54,807011853310119937
"that's embarrassing they spelled Thunder ""Warriors""",2016-12-08 18:59:47,807011825019666432
LIVE: The KISS Of Thunder 12-8-16 on # spreaker # allkiss # debbie # kiss # thekissofthunderhttps://www.spreaker.com/user/tfok_florida/the-kiss-of-thunder-12-8-16?autoplay=1 …,2016-12-08 18:59:11,807011675807346688
You don't know how wash your girls pant and dry it... Buh you know how to remove it when it's time.... Clap for yourself... The thunder,2016-12-08 18:58:58,807011619079340033
I just got my thunder out of a supply drop but it don't work in game @ ATVIAssist # PS4share https://store.playstation.com/#!/en-us/tid=CUSA00572_00 …pic.twitter.com/D6R4DQr8pF,2016-12-08 18:58:52,807011593628372992
思いっきり居ましたよ笑笑笑笑,2016-12-08 18:58:44,807011560233181185
oh man I have to disagree. Hydro Thunder has had a huge place on my heart since Arcade. Both Road good though,2016-12-08 18:58:27,807011490008100864
Sometimes I feel that I should go and play with the thunder.,2016-12-08 18:58:19,807011455182761984
The Oklahoma City Thunder beat the Los Angeles Clippers 120-108... http://dlvr.it/MrGQq5 # OklahomaCityThunder,2016-12-08 18:58:11,807011423284924416
Game Preview: Houston Rockets vs Oklahoma City Thunder http://rednationhoops.com/index.php/2016/12/08/game-preview-houston-rockets-vs-oklahoma-city-thunder-2/ …,2016-12-08 18:58:05,807011398278582272
"Mine would have to be Tropic Thunder. I'm just a dude, playing a dude, DISGUISED as another dude! This movie is non stop laughs. 10/10",2016-12-08 18:57:46,807011318398074880
Thunder snow with lake effect coming off Lake Huron near # Goderich # onstorm # onsnowpic.twitter.com/AOONtzSgog,2016-12-08 18:57:34,807011266011287552
As a basketball fan I respect the article. As a thunder fan I can say I'm salty,2016-12-08 18:57:19,807011203662958592
"They're playing ""Broccoli"" in Thunder Alley ... Everybody looks confused",2016-12-08 18:57:05,807011148100833280
I just checked in at Blue Thunder Enterprises with # mPLUSPlaces Download today! http://bit.ly/gomplaces,2016-12-08 18:56:57,807011114080997376
"Conclude # IndieComicThursday with This week's Ray Thunder page! :: Chapter 1, Page 28 https://tapastic.com/episode/522512 via @ tapastic @ tapas_app",2016-12-08 18:56:39,807011038675795969
"Jolteon 66% (13/3/14/Thunder Shock/Thunderbolt) till 16:11:34 (14m 50s). http://maps.google.com/maps?q=34.132654623812606,-117.58438979268989 …",2016-12-08 18:56:35,807011022347214848
i wonder if miuccia is mad at alessandro michele for totally stealing her thunder,2016-12-08 18:56:21,807010961726926852
I keep hoping Becky will get her revenge on that one guy who stole her thunder on # Empire with the help of # ThirstyRawlings. @ EmpireFOX,2016-12-08 18:55:57,807010860896059392
"I liked a @ YouTube video from @ baronvongamez http://youtu.be/ZwXYvH8wpLU?a Ze Gepard, Plane & Tank Killer - War Thunder Gameplay",2016-12-08 18:55:42,807010799738884096
Conclude your # IndieComicThursday with a Ray Thunder read! https://tapastic.com/series/35360 via @ tapastic @ tapas_app # supportcomics # makemineINDIE,2016-12-08 18:55:17,807010691555164161
"http://ift.tt/2gpSYE4 KD 7 ""Thunder"" Colorway Size 9.5 VNDS",2016-12-08 18:55:15,807010686878515200
My dad just bought a Thunder Bird,2016-12-08 18:55:12,807010673179947008
"Thunder in the Bay, Vol. 1 by Jubilee Christian Center https://itun.es/us/2UAx",2016-12-08 18:54:32,807010505114075136
"oo, gaya nung sonics na naging Thunder.",2016-12-08 18:54:30,807010494611537920
Poor Thunder:/,2016-12-08 18:54:28,807010488961925121
The article Woj just posted about OKC. - a thunder fan,2016-12-08 18:54:27,807010484838866944
RUSSIA Лучшие клипы для = Top > Скачать клип BASTRIK 99 - THUNDER http://musiklip.ru/video/vip/18862/club/bastrik_99_thunder … * Musiklip.ru - *pic.twitter.com/ClX5WI25M3,2016-12-08 18:53:41,807010291213070336
Broncos mascot Thunder named National Western Stock Show parade Grand Marshal - The Denver Post http://dlvr.it/MrGN8P,2016-12-08 18:53:37,807010274246963200
