text,date,id
"In order for it to be a ""thunderstorm,"" there has to BE thunder, mm'kay?",2017-04-07 19:59:42,850498350348554240
I added a video to a @ YouTube playlist http://youtu.be/iczKaOHng68?a 2014 NASCAR Sprint Cup Series Season Here Comes The Thunder,2017-04-07 19:59:42,850498350067707904
"Late night of basketball upcoming. 9PM CT. FSOK & NBA TV. Thunder @Suns Winning is the important part, but the story is Russ & history. pic.twitter.com/vGXNxjZ6FD",2017-04-07 19:59:38,850498332850049024
"Raise your words, not your voice. It is rain that grows flowers, not thunder.",2017-04-07 19:59:36,850498322238492672
"Exactly, Thunder are a 1st round exit off tops",2017-04-07 19:59:30,850498299400306689
"That would make my pen name Puffy Thunder... which, coincidentally, is also my porn star name. https://twitter.com/samsykesswears/status/850432149203296256 …",2017-04-07 19:59:25,850498278319767552
"Mareep IV:62.2%(15/4/9) Move Set: Thunder Shock/Discharge Available until 20:56:43 (57m 19s). http://maps.google.com/maps?q=27.918935828040393,-82.50154289223873 …",2017-04-07 19:59:23,850498268744359937
I imagine Hell is a lot like Country Thunder,2017-04-07 19:59:21,850498262729539584
22 points 13 rebounds 11 assists,2017-04-07 19:59:18,850498249039511552
I liked a @ YouTube video http://youtu.be/njwaQa8Lv8k?a New MAC X Kiesza (Thunder Kiss & Dearly Beloved) Lippie & Full Face Tutorial,2017-04-07 19:59:05,850498191900454914
Sunday night D&D! Storm King's Thunder,2017-04-07 19:59:04,850498187781525504
"My ol' team, Rolling Thunder really needs a healer to join their roster for Heroic raiding Fri 5-9PM Pacific, Alliance side.",2017-04-07 19:58:59,850498167619690497
Thunder # 5YearswithEXO # 엑소5래도룩https://twitter.com/aeriverse/status/850486106298757120 …,2017-04-07 19:58:54,850498145892958208
"Magnemite 82.2% (8/14/15) Thunder Shock/Thunderbolt Available until 19:21:52 (23m 29s). http://maps.google.com/maps?q=41.889648182322766,-87.91007356069525 …",2017-04-07 19:58:29,850498043225001988
ASAHD send me this morning life im scared of thunder,2017-04-07 19:58:28,850498036535107586
"Talmadge: Mareep 80.0% (13/11/12 - Thunder Shock/Body Slam - s:small) til 17:28:14(29m 45s). http://maps.google.com/maps?q=32.75873482247226,-117.08883168707483 …",2017-04-07 19:58:27,850498035138220032
23 USCS OUTLAW THUNDER TOUR presented by K&N Filters Winged Sprints @ carolinaspeed 2 nite here are Dash and heat lineupspic.twitter.com/nFTqKSWMol,2017-04-07 19:58:15,850497985838555136
10 10 10,2017-04-07 19:58:15,850497982352859136
"I lost Thunder on New Year's Eve of 2015... I take blame for that, I feel slightly responsible. It was a water temp. mishap",2017-04-07 19:58:09,850497960412631041
Basketball Dream NBA Oklahoma City Thunder: Here's Why Russell Westbrook Will Break Oscar Robertson's Record on... http://fb.me/11H68bqgc,2017-04-07 19:58:03,850497933006995457
Just played: Succulent Thunder Anthem - TRAAMS - Modern Dancing(FatCat Records),2017-04-07 19:58:01,850497925876781056
How los angeles spanish classes thunder mug smooth oneself up train spanish gangway los angeles?: qWX,2017-04-07 19:57:46,850497860600700929
"27 points, 11 assists, 12 rebounds",2017-04-07 19:57:43,850497850660319232
39-10r-11a,2017-04-07 19:57:40,850497839100833792
Nope. We're just gonna wake up dead to a thunder storm lmao,2017-04-07 19:57:21,850497757534191616
"Thunder lagi sibuk,kangen?DM/mention coba.sekian",2017-04-07 19:57:16,850497735773929472
WHEN YOU SAY WE BELONG TO THE LIGHT WE BELONG TO THE THUNDER,2017-04-07 19:56:53,850497640647315456
. @ DierksBentley how about a happy birthday shout out tonight at Country Thunder for my girl Brittany Rhoades??? # AZlovesDierksBentley,2017-04-07 19:56:46,850497611094032384
"34, 16, 11",2017-04-07 19:56:45,850497607323471872
Thunder https://twitter.com/aeriverse/status/850486106298757120 …,2017-04-07 19:55:59,850497415530643457
Loving thunder and lightning and finding them intensely beautiful https://youtu.be/5fNLEPrNi2A,2017-04-07 19:55:40,850497334790295553
Thunder accompanied with lightning strike u dere.. oshi boy #1-1 https://twitter.com/_000z/status/850496631736807424 …,2017-04-07 19:55:39,850497328003915776
"missing out on Country Thunder, but it's okay The navy just launched Warheads!",2017-04-07 19:55:29,850497287243444224
"32 points, 14 assists, 12 rebounds.",2017-04-07 19:55:28,850497284840271872
Friday Night Thunder Shot Put Competition! pic.twitter.com/k92LGOPXrb,2017-04-07 19:55:09,850497203839930368
Marita Growing Thunder is walking across Flathead Indian Reservation 2 bring awareness 2 missing and murdered indigenous women. https://twitter.com/kxlf/status/850495610813906948 …,2017-04-07 19:55:07,850497193551306752
Lets revisit Tropic Thunder shall we?,2017-04-07 19:54:42,850497090031669249
Holy. Shit. Tropic Thunder is on Netflix.,2017-04-07 19:54:35,850497061199937536
"# HalfMoonBay,,Half Moon Bay was really windy last night, as well as the est of the coast.I was in San Jose but wind sounded like thunder!",2017-04-07 19:54:31,850497043973914624
"""THE KID THUNDER DIARIES"" w/ @ AndrewKTHartley DO NOT MISS THIS HORRIFIC SPECTACLE!!! (929)-477-1952pic.twitter.com/YdehkIf6e2",2017-04-07 19:54:28,850497031328194561
# happyfriday # thunder # lighting # wisteria # stromyweekend # cozycabins # makingmemories @Tsasdi… https://www.instagram.com/p/BSmnHosD33R/,2017-04-07 19:54:20,850496998591561728
Country Thunder looks lit https://twitter.com/jorjasinteriude/status/850174172730884097 …,2017-04-07 19:54:20,850496996116897792
Love Love Love and Thunder # 5YearswithEXOhttps://twitter.com/aeriverse/status/850486106298757120 …,2017-04-07 19:53:59,850496911240867840
Thunder storm for the second night in a row at Lake Titicaca,2017-04-07 19:53:31,850496791506292736
"Get Here! Mareep |(48.9%)|(11/6/5) Thunder Shock/Discharge til:(08:21:13pm)|(27m 42s) # SodaCityRareshttp://maps.google.com/maps?q=33.981687720306255,-81.02392098314667 …",2017-04-07 19:53:29,850496786120814592
Lady Thunder.... sounds more like a big legged stripper,2017-04-07 19:53:04,850496680021700608
"Lo que le resta a Nuggets (37-41): Pelicans Thunder Mavs Thunder Los dos primeros en casa, los otros dos fuera. Oklahoma dictará sentencia.",2017-04-07 19:52:10,850496451960602624
"Mareep:: IV:68.9%(10/13/8) Move Set: Thunder Shock/Thunderbolt Available until 20:46:37 (54m 29s) http://maps.google.com/maps?q=34.92900861419788,-78.9355862867854 …",2017-04-07 19:52:08,850496443110576129
Have a feeling my in game Thunder tweets will outperform my live Padre game quips. # ReadingTheRoom,2017-04-07 19:52:07,850496439637684224
Did you really go to country thunder if you didn't end up on a stripper pole and get your car towed from your own camp ground?,2017-04-07 19:51:18,850496236217966592
"First time since 2012 I'm not spending the weekend at Country Thunder. To celebrate, I'll watch Ken Burns' PBS documentary, ""Prohibition.""",2017-04-07 19:51:15,850496220510298112
"Get Here! |Mareep |(26.7%)|(8/4/0) Thunder Shock/Thunderbolt til:(08:16:43pm)|(25m 34s) # RedBankRareshttp://maps.google.com/maps?q=33.89205194642074,-81.25373320066835 …",2017-04-07 19:51:08,850496194279243776
So country thunder sucked,2017-04-07 19:51:06,850496185332678656
I believe thunder is NASA's way of covering up space battles.,2017-04-07 19:50:58,850496152457707520
@ reichmartin no existen mas los supersonics ahora son oklahoma city thunder,2017-04-07 19:50:58,850496151333810177
It's so black and white he's stealing your thunder,2017-04-07 19:50:48,850496110753873920
Yee-haw!! Had a blast shooting at Country Thunder with Josh! http://fb.me/7ZDkhb7NZ,2017-04-07 19:50:40,850496075043545088
"Roll of Thunder, Hear My Cry (Unabridged) - Mildred D. Taylor |... # Fiction http://janawat.i9-news.com/post/159311440259?utm_source=dlvr.it&utm_medium=twitter … # Fiction",2017-04-07 19:50:39,850496070379380736
Let's go Thunder. https://twitter.com/DBWilson2/status/850488698126954496 …,2017-04-07 19:50:34,850496050729295872
# NBA / Encuesta ¿Será esta noche cuando Russell Westbrook rompa la marca de Oscar Robertson de más triples-dobles en una temporada? @ thunders,2017-04-07 19:50:18,850495984396369920
Fri. 6:40pm... maybe some thunder Sunday? Here is my latest 8 Day Forecast. -WKBT Cory Malles https://www.facebook.com/news8stormteam/videos/1461407180600722/?utm_medium=social&utm_source=twitter_news8cory …,2017-04-07 19:50:16,850495976456441856
29p-14r-12a,2017-04-07 19:50:10,850495947935281152
Thunder and Love Love Love # 5YearswithEXO # 엑소5래도룩https://twitter.com/aeriverse/status/850486106298757120 …,2017-04-07 19:49:56,850495890267582464
Claro que sim! Postada no LTV.,2017-04-07 19:49:51,850495868939718657
That's honey lightening not thunder weirdo,2017-04-07 19:49:50,850495865655615488
The thunder traded James harden for Jeremy lamb and another piece,2017-04-07 19:49:49,850495861918445568
"They have great resources and facilities, if Thunder Dan leaves I think they'd be just fine.",2017-04-07 19:49:49,850495860475441154
oh and thank you @ tonymartinxz for recording :-))),2017-04-07 19:49:40,850495822311546880
It's tiny but I'm I can fit all the thunder fans!,2017-04-07 19:49:31,850495784462241792
