text,date,id
Thunder's Cameron Payne assigned to Oklahoma City Blue http://buff.ly/2iFbozR pic.twitter.com/Kzwd77an7r,2017-01-01 18:59:55,815709169776988164
Thunder rumbling castles crumbling!,2017-01-01 18:59:32,815709070917300225
"I liked a @ YouTube video http://youtu.be/VqKthqO2Hbs?a LA Clippers vs Oklahoma City Thunder - Full Game Highlights | December 31, 2016 |",2017-01-01 18:59:11,815708984426500096
I liked a @ YouTube video from @ thunders7ruck http://youtu.be/-rsQBU2iu5E?a Ronda Rousey / Mariah Carey - An Embarrassing Finish To An,2017-01-01 18:59:10,815708978177044480
Wishing my @ HeatWBBL sisters luck against the Thunder today! # TurnUpTheHeat,2017-01-01 18:58:42,815708861076119552
@ ABdeVilliers17 Please come to the Sydney Thunder mate. Only person that could save us,2017-01-01 18:58:28,815708805199605760
Owsley now in net for the Thunder,2017-01-01 18:58:23,815708781774598146
Exactly. Coming into this season the Thunder w KD was said to have a great supporting cast to help them make a long run in the playoffs # NBAhttps://twitter.com/dreamshakesbn/status/815695301038264321 …,2017-01-01 18:58:12,815708736941604864
I liked a @ YouTube video from @ thunders7ruck http://youtu.be/-rsQBU2iu5E?a Ronda Rousey / Mariah Carey - An Embarrassing Finish To An,2017-01-01 18:57:55,815708663398666241
tulsa oilers v wichita thunder pic.twitter.com/xZG9QD7e9j,2017-01-01 18:57:46,815708628594388992
baby's got a face like thunder,2017-01-01 18:57:45,815708621652664320
Couldn't hear the thunder but I heard your heart race.,2017-01-01 18:57:39,815708598496006144
I heard thunder twice last night.,2017-01-01 18:57:31,815708562211082240
I liked a @ YouTube video from @ thunders7ruck http://youtu.be/-rsQBU2iu5E?a Ronda Rousey / Mariah Carey - An Embarrassing Finish To An,2017-01-01 18:57:30,815708561145823233
"I Love Weather! Tornadoes, Hurricanes, Blizzards, Thunder, Hail, Straight Line Winds, Dust Storms. Especially Without people getting hurt :)",2017-01-01 18:57:27,815708546545295360
Mumm-Ra. So where are the Thunder Cats? I like that cartoon. http://fb.me/8ijw4liOQ,2017-01-01 18:57:25,815708540824354816
"The themes explored in my novel Thunder Road - Ice and Fire keep assaulting my active, burning mind http://midnight-fire.net/tr/",2017-01-01 18:57:09,815708473782632448
Let's Play War Thunder Jagdpanther Bfw. Premium Simulation Battle Gameplay / DE Commentary https://www.youtube.com/watch?v=6jN9voeiKDI …,2017-01-01 18:56:49,815708388835397633
I liked a @ YouTube video from @ thunders7ruck http://youtu.be/-rsQBU2iu5E?a Ronda Rousey / Mariah Carey - An Embarrassing Finish To An,2017-01-01 18:56:42,815708359856947200
Omfg this radio station just played Fancy now they're playing the Thunder Rolls this is fucking great,2017-01-01 18:56:41,815708355951992833
