text,date,id
"97% 25 - Pikachu [Thunder Shock,Discharge] 214 Ocean Dr http://maps.google.com?q=1.24321615,103.86053049maps.google.com/?q=1.24321615, … Time Left 25 mins / (07:59:56)",2017-03-05 18:59:56,838539606454845440
"I liked a @ YouTube video from @ relapserecords http://youtu.be/TsdIO8RHMTc?a MASTODON - ""Blood and Thunder"" (Official HD Music Video)",2017-03-05 18:59:50,838539583256166403
Cœur Thunder,2017-03-05 18:59:38,838539530604990465
Thunder only happens when it's raining. Players only love you when they're playing. https://www.instagram.com/p/BRRpe8KjrFj/,2017-03-05 18:59:33,838539513530040320
"Raise your words, not voice. It is rain that grows flowers, not thunder. - Rumi # quote",2017-03-05 18:59:11,838539420269686784
I'm too high how,2017-03-05 18:59:03,838539385175945216
"Ampharos, Manchester, CT/64.4%/unknown/Thunder/07:28:41pm (29m 45s). 41.7555217693 -72.5188651647 http://maps.google.com/maps?q=41.755521769343964,-72.51886516468981 …",2017-03-05 18:59:00,838539371007606784
When was last time a Derby winner suffered comparable defeats like Irish War Cry and El Areeb in a prep? Thunder Gulch?,2017-03-05 18:58:40,838539287150854145
"Mareep #179 has appeared! Available until 07:28:10pm (29m 45s). http://maps.google.com/maps?q=40.53183375323732,-74.22742447273644 … Thunder Shock / Body Slam 37.78% (1/10/6)",2017-03-05 18:58:24,838539221048647680
# dicademusica Thunder Clatter - Wild Cub http://bit.ly/2eWdLA4,2017-03-05 18:58:21,838539209849864192
我が名は Thunder 。 特徴 安定 https://twitter.com/weather_aruaru/status/320851714733375488/photo/1pic.twitter.com/L0EcGDXUjv,2017-03-05 18:58:13,838539176446349312
Me ha gustado un vídeo de @ YouTube de @ slickbee (http://youtu.be/Sx8s0MxcHA0?a - BABEH PANTHER - User Made VK1602 - War Thunder).,2017-03-05 18:58:03,838539134037803008
"Vamos con la NBA esta noche, recomendamos la victoria de Oklahoma City Thunder, cuota 1.98, stake 1.5",2017-03-05 18:57:51,838539083156701188
thunder is actually the power i unleash from the depths of my thoughts.,2017-03-05 18:57:47,838539066974994432
"Pikachu available until 07:27:07pm (29m 27s). Thunder Shock / Wild Charge (73.3% - 9/10/14) http://maps.google.com/maps?q=37.53078920990975,-77.46047185736838 …",2017-03-05 18:57:40,838539037845618688
"Jolteon 40% (9/4/5) (Thunder Shock & Thunderbolt) until 16:27:22 (29m 46s).http://maps.google.com/maps?q=32.532086254317115,-116.92908119877897 …",2017-03-05 18:57:36,838539018644041729
"If the Warriors fall to the second seed, as of now they would have to face: Thunder Rockets Spurs Just to get to the Finals",2017-03-05 18:57:12,838538919528574976
oh dear...thunder is low on our list too,2017-03-05 18:57:06,838538896887664645
"Pikachu 93.33% (15/15/12/Thunder Shock/Thunderbolt) until 04:22:02pm (24m 57s). CP for lvl30+: 174 http://maps.google.com/maps?q=37.94988521671897,-122.55084101287189 …",2017-03-05 18:57:04,838538887282618368
早寝早起き…苦手です。いつもギリギリ、バッタバタです…。,2017-03-05 18:56:46,838538811416031233
We might get thunder. I don't like thunder.,2017-03-05 18:56:42,838538795045818368
Final score JV 4 Thunder 5! pic.twitter.com/sP4vYXhKKd,2017-03-05 18:56:39,838538780621565952
"Wild weather for Sunday evening. Wind, rain, snow, possible thunder",2017-03-05 18:56:38,838538776292962304
Sunshine and Thunder's double shot weekends # happysunday,2017-03-05 18:56:37,838538772543262720
"unknown: Ampharos 51.1% (13/8/2, Charge Beam/Thunder) til 16:24:14 (27m 38s). http://maps.google.com/maps?q=33.50519763845736,-117.70640953447571 …",2017-03-05 18:56:34,838538762611130368
"7 points, 5 rebounds 2 assists & 1 thunder dunk Nigel Hayes and the # Badgers trail Minnesota by two at halftime. # OnWisconsinpic.twitter.com/sUHJ456aBk",2017-03-05 18:56:06,838538641492299777
So what's really going on with Victor Oladipo? Back spasms during the AS Break? 6 games missed w/ no updates from Thunder?,2017-03-05 18:55:56,838538602237812737
お大事に…,2017-03-05 18:55:55,838538595245830145
初めまして！フォローThxですこのメンバーでアイコンで度々お見かけしておりました。よろしゅうお願い申し上げます〜,2017-03-05 18:55:48,838538566128959488
In # Manitoba for sure Brian.....your # Mavs on tonight vs # Thunder,2017-03-05 18:55:29,838538488203128833
I'm not even convinced she is the best choice for an actress. Kind of meh in my book. Zhang Ziyi is at least asian.,2017-03-05 18:55:25,838538469190270986
"A bargain made in haste. Brandy and Thunder #.99 # oldwest, # bargain # dealoftheday # readingromance # booklovers http://amzn.to/1We9A1j pic.twitter.com/i05f1TQlm8",2017-03-05 18:55:05,838538387065880576
isle of thunder pic.twitter.com/kQCMrZPucV,2017-03-05 18:54:54,838538341515657216
I didn't look closely this morning but appeared to be numerous lower end rain/thunder chances the next 10 days. Obnoxious.,2017-03-05 18:54:53,838538338130870272
"DIVINE DADDY DOM, the synagogue of thunder and remove your KINKS; you are bound at the signs it was born.",2017-03-05 18:54:37,838538269491081216
"what the hell? Thunder, lightening and snow? It's real life # dayaftertomorrow shit !",2017-03-05 18:54:27,838538226180763650
