text,date,id
Let's go Thunder. We got this. pic.twitter.com/fuL21I5Dsa,2016-10-28 19:59:54,792153954352332800
"In # dnd game, @ DavidStickley77 's gnome bard, Little Red, casts thunder wave and the sound are his bagpipes! :)",2016-10-28 19:59:53,792153946504724480
1st Song as Thunder come out for warmups- Now I can do what I want !,2016-10-28 19:54:42,792152642147332096
Thunder players staged a mini-dunk competition during warmups. Abrines has some impressive leaps.,2016-10-28 19:59:50,792153936891301893
Tip Off Suns @Thunder # NBA # ThunderUp # WeArePHX,2016-10-28 19:59:37,792153882591764481
"FUTURO MVP, FUTURO MIP, FUTURO DPOY, FUTURO ROY, FUTURO MIP E DPOY, ESSE É O TIME DO THUNDER",2016-10-28 19:59:25,792153833170464768
Trade Durant back to thunder https://twitter.com/nbatv/status/792153546590302208 …,2016-10-28 19:59:20,792153809422258176
THUNDER UP! Home opener! # okcthunder @ okcthunderpic.twitter.com/sxvOX2P2KF,2016-10-28 19:59:12,792153774693298176
"MLB-NBA-CFB: *PARLAY* RISK $1,500 CUBS -ML :: THUNDER -ML :: SD ST -ML (WIN $2,650) @http://ibnsportswrap.com/freePicks.php",2016-10-28 19:59:08,792153760793370624
@ _black_thunder 今どんな感じですか？,2016-10-28 19:58:57,792153712856666112
Danidocto morteros crew representando thunder family https://www.instagram.com/p/BMIDoc8FDuH/,2016-10-28 19:58:41,792153645806718982
hearing thunder w the sunny cloudy skies...,2016-10-28 19:58:34,792153617599836160
# nowplaying # TranceFamily # IrishTranceFamily W&W - Thunder - Original Mix http://trancepulsefm.com,2016-10-28 19:58:07,792153502743203842
"""Eveub search has a sto.y. Find itp"" -Chris Thunder",2016-10-28 19:58:04,792153491854745600
"I added a video to a @ YouTube playlist http://youtu.be/sCgqiOzXE-g?a Haunted Halloween Mansion Fireplace with Thunder, Rain and Howling Wind",2016-10-28 19:57:22,792153313969999872
Thunder vem com o quinteto de sempre: Westbrook Oladipo Roberson Sabonis Adams,2016-10-28 19:57:19,792153303123496960
“Your voice was the soundtrack of my summer Do you know you're unlike any other? You'll always be my thunder”,2016-10-28 19:57:14,792153280386170880
Calderón: el domingo contra thunder seria su retorno y debut oficial con Lakers pic.twitter.com/AVzwDAT5QY,2016-10-28 19:57:13,792153277911687169
The hardest part about watching the Thunder this year will be learning all the new players,2016-10-28 19:56:56,792153206134497280
Me ha gustado un vídeo de @ YouTube (http://youtu.be/N2XufsNZx8k?a - SCHRÄGE MUSIK - Upward Facing CANNONS (War Thunder Plane Gameplay)).,2016-10-28 19:56:47,792153170168328192
I wanna drink Brain Thunder with Kii and Ichigo,2016-10-28 19:56:47,792153166511038464
First thunder game with kd....first thunder game without kd.... # thunderup # letsgo!pic.twitter.com/bwSvh5YYzO,2016-10-28 19:56:38,792153129210884096
棚卸しするかガチャの仕様をカーニバルも合わせて見直し掛けて欲しいですね ガチャが悪いとモチベ下がるのは間違いないので,2016-10-28 19:56:27,792153084071817216
"IS THAT THE ANGELS APPLAUDING IN HEAVEN - OR JUST THUNDER? EITHER WAY, AMERICA MAY YET BE MADE SAFE & JUSTICE TRIUMPH!",2016-10-28 19:56:23,792153067286331392
Earth and Fire - Storm And Thunder (https://youtu.be/ctmaapt68Lg ),2016-10-28 19:56:17,792153040870604801
"Apparently the Thunder PR department did a phenomenal job, or he's having a quarter-life crisis...",2016-10-28 19:56:12,792153020687454208
NBA Phoenix Suns vs Oklahoma City Thunder - Watch Live! Online Stream Here http://tvkeg.com/channel-71/,2016-10-28 19:56:00,792152972474085376
Fam @Thunder Island Brewing Company https://www.instagram.com/p/BMIDUpOBVQn/,2016-10-28 19:55:58,792152962046930945
Suns 98x113 Thunder # ThunderUp,2016-10-28 19:55:49,792152923841105920
We have lost all common sense! At the first thunder game and they confiscated my mini Swiss Army knife. No finger nail trimming tonight.,2016-10-28 19:55:47,792152917637685249
"Personal Support Worker - Temporary Full-Time: Thunder Bay, City of (Thunder Bay ON): ""nursing .. # nursing # jobs http://dld.bz/fcn2w",2016-10-28 19:55:30,792152846292619264
"HAHAHAHAHAHAHA na verdade ele pode fazer uns 100, se o Thunder vencer mesmo assim... hahaha",2016-10-28 19:55:24,792152821089103872
Marketing is everywhere at the thunder game pic.twitter.com/YBB4FiokN5,2016-10-28 19:55:17,792152790474764288
"7/21-23/2017: Weekend - Denver, CO - Thunder in the Mountains 20th Anniversary! @ ThunderMtns http://ow.ly/Mr1M305DCG0",2016-10-28 19:55:06,792152743548952576
1st Song as Thunder come out for warmups- Now I can do what I want !,2016-10-28 19:54:42,792152642147332096
Join the Suns vs. Thunder Game Thread - tipoff at 5pm! http://www.brightsideofthesun.com/2016/10/28/13462108/suns-vs-thunder-game-thread?utm_campaign=brightsideofthesun&utm_content=game-thread%3Atop&utm_medium=social&utm_source=twitter … via @ BrightSideSun,2016-10-28 19:53:47,792152415017455616
pic.twitter.com/zPaYkpBF5i,2016-10-28 19:53:40,792152384847880192
"""Every search ha, a s,ory. Find it."" -Chris Thunder",2016-10-28 19:53:30,792152342716178432
I still want a Thunder Bay and St. Paul Vulcans sweater,2016-10-28 19:53:28,792152332477669376
"It's so black and white, he's stealing your thunder. Baby, blue ain't your color",2016-10-28 19:53:26,792152323589939201
Thunder Dragon Breeder! I just bred a Thunder Dragon in DragonVale! Visit my park to check it out! http://bit.ly/A7Dtgj,2016-10-28 19:53:03,792152227918086144
Thunder Home Opener!!! Let's Go Thunder!!! # okcthunderdrummers… https://www.instagram.com/p/BMIC-_tge4J/,2016-10-28 19:53:00,792152214836023296
Reverse Thunder by Red Fang is now playing on https://uwave.fm,2016-10-28 19:52:49,792152168182669312
No kidding. Hope she has a Cow.,2016-10-28 19:52:48,792152164009332736
